2025-12-06 23:06:38.705 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-12-06 23:06:38.721 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MariaDBDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-12-06 23:06:39.061 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-12-06 23:06:39.080 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-12-06 23:06:39.197 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-12-06 23:06:39.326 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-12-06 23:06:39.335 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
2025-12-06 23:06:39.339 [main] INFO  c.e.wetbackend.WetBackendApplication - Started WetBackendApplication in 1.819 seconds (process running for 1.992)
2025-12-06 23:08:50.942 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2025-12-06 23:08:50.949 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-12-06 23:08:50.975 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-12-06 23:08:53.763 [main] INFO  c.e.wetbackend.WetBackendApplication - Starting WetBackendApplication using Java 17.0.8 with PID 65628 (/Users/jonghwashin/.gemini/antigravity/scratch/wet-backend/build/classes/java/main started by jonghwashin in /Users/jonghwashin/.gemini/antigravity/scratch/wet-backend)
2025-12-06 23:08:53.764 [main] INFO  c.e.wetbackend.WetBackendApplication - No active profile set, falling back to 1 default profile: "default"
2025-12-06 23:08:54.129 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-12-06 23:08:54.164 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 30 ms. Found 1 JPA repository interface.
2025-12-06 23:08:54.414 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-12-06 23:08:54.419 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-12-06 23:08:54.420 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-12-06 23:08:54.420 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.16]
2025-12-06 23:08:54.446 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-12-06 23:08:54.447 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 666 ms
2025-12-06 23:08:54.534 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2025-12-06 23:08:54.561 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.3.1.Final
2025-12-06 23:08:54.577 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2025-12-06 23:08:54.681 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-12-06 23:08:54.695 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-12-06 23:08:54.761 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.mariadb.jdbc.Connection@7f12094d
2025-12-06 23:08:54.762 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-12-06 23:08:54.781 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MariaDBDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-12-06 23:08:55.486 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-12-06 23:08:55.653 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-12-06 23:08:55.901 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-12-06 23:08:56.152 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-12-06 23:08:56.163 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path ''
2025-12-06 23:08:56.170 [main] INFO  c.e.wetbackend.WetBackendApplication - Started WetBackendApplication in 2.763 seconds (process running for 2.936)
2025-12-06 23:35:06.428 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-12-06 23:35:06.435 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-12-06 23:35:06.440 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 4 ms
2025-12-06 23:35:06.563 [http-nio-8080-exec-1] INFO  c.e.w.c.RestaurantController - ========== 식당 검색 요청 ==========
2025-12-06 23:35:06.564 [http-nio-8080-exec-1] INFO  c.e.w.c.RestaurantController - 요청 주소: 서울시 강남구 역삼동
2025-12-06 23:35:06.604 [http-nio-8080-exec-1] INFO  c.e.w.service.KakaoMapService - Kakao API Request: https://dapi.kakao.com/v2/local/search/keyword.json?query=%EC%84%9C%EC%9A%B8%EC%8B%9C%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%97%AD%EC%82%BC%EB%8F%99%20%EB%A7%9B%EC%A7%91&category_group_code=FD6
2025-12-06 23:35:07.176 [http-nio-8080-exec-1] INFO  c.e.w.c.RestaurantController - 검색 완료. 결과 데이터: [RestaurantDto(id=7983060, name=신동궁감자탕뼈숯불구이 역삼직영점, category=음식점 > 한식 > 감자탕, phone=, address=서울 강남구 역삼동 823-35, roadAddress=서울 강남구 테헤란로10길 21, x=127.03290815160956, y=37.49788594917416, placeUrl=http://place.map.kakao.com/7983060), RestaurantDto(id=12418029, name=을밀대 강남점, category=음식점 > 한식 > 냉면, phone=02-552-1922, address=서울 강남구 역삼동 826-37, roadAddress=서울 강남구 테헤란로4길 46, x=127.030740331534, y=37.4952411777316, placeUrl=http://place.map.kakao.com/12418029), RestaurantDto(id=2142723351, name=해담채 강남점, category=음식점 > 한식 > 한정식, phone=02-558-4997, address=서울 강남구 역삼동 823-16, roadAddress=서울 강남구 논현로85길 70, x=127.03242183211198, y=37.497775259854485, placeUrl=http://place.map.kakao.com/2142723351), RestaurantDto(id=850873071, name=정돈 강남점, category=음식점 > 일식 > 돈까스,우동, phone=0507-1316-0924, address=서울 강남구 역삼동 601-29, roadAddress=서울 강남구 강남대로110길 19-1, x=127.02638857680932, y=37.503909008238786, placeUrl=http://place.map.kakao.com/850873071), RestaurantDto(id=27256514, name=통영집, category=음식점 > 한식 > 해물,생선 > 회, phone=02-562-9277, address=서울 강남구 역삼동 696-31, roadAddress=서울 강남구 선릉로 527, x=127.047402228858, y=37.5064982411203, placeUrl=http://place.map.kakao.com/27256514), RestaurantDto(id=12026995, name=지아니스나폴리 역삼점, category=음식점 > 양식 > 이탈리안, phone=02-566-0501, address=서울 강남구 역삼동 669-18, roadAddress=서울 강남구 논현로94길 15, x=127.037556138412, y=37.5026707070231, placeUrl=http://place.map.kakao.com/12026995), RestaurantDto(id=528537292, name=훠궈나라 강남점, category=음식점 > 중식, phone=02-554-7701, address=서울 강남구 역삼동 813-8, roadAddress=서울 강남구 봉은사로2길 35, x=127.026527161799, y=37.502432229002, placeUrl=http://place.map.kakao.com/528537292), RestaurantDto(id=11463001, name=알부자 강남본점, category=음식점 > 한식 > 해물,생선, phone=02-508-4629, address=서울 강남구 역삼동 817-34, roadAddress=서울 강남구 강남대로98길 14, x=127.027820307026, y=37.5007020002887, placeUrl=http://place.map.kakao.com/11463001), RestaurantDto(id=27587532, name=나즈드라비 본점, category=음식점 > 술집 > 호프,요리주점, phone=02-558-0053, address=서울 강남구 역삼동 817-15, roadAddress=서울 강남구 테헤란로1길 28-6, x=127.02798751037518, y=37.50024424973272, placeUrl=http://place.map.kakao.com/27587532), RestaurantDto(id=334332881, name=트라가 역삼본점, category=음식점 > 양식, phone=02-564-0608, address=서울 강남구 역삼동 628-6, roadAddress=서울 강남구 테헤란로25길 46, x=127.034855836212, y=37.5034752316532, placeUrl=http://place.map.kakao.com/334332881), RestaurantDto(id=1428481536, name=강남진해장, category=음식점 > 한식 > 찌개,전골, phone=02-557-2662, address=서울 강남구 역삼동 819-4, roadAddress=서울 강남구 테헤란로5길 11, x=127.02930814350843, y=37.499584393000326, placeUrl=http://place.map.kakao.com/1428481536), RestaurantDto(id=8144397, name=강강술래 역삼점, category=음식점 > 한식, phone=02-567-9233, address=서울 강남구 역삼동 797-19, roadAddress=서울 강남구 논현로 325, x=127.03968007531405, y=37.49419424632538, placeUrl=http://place.map.kakao.com/8144397), RestaurantDto(id=260283466, name=구구당, category=음식점 > 중식, phone=02-539-1979, address=서울 강남구 역삼동 617-6, roadAddress=서울 강남구 강남대로102길 35, x=127.027857440016, y=37.5032428278838, placeUrl=http://place.map.kakao.com/260283466), RestaurantDto(id=85570955, name=남도애찬, category=음식점 > 한식 > 육류,고기, phone=0507-1329-1588, address=서울 강남구 역삼동 830-27, roadAddress=서울 강남구 역삼로3길 8, x=127.031884262995, y=37.4941524581987, placeUrl=http://place.map.kakao.com/85570955), RestaurantDto(id=14569639, name=이도곰탕 본점, category=음식점 > 한식 > 곰탕, phone=, address=서울 강남구 역삼동 671-17, roadAddress=서울 강남구 논현로94길 29-5, x=127.038461247911, y=37.5033732001773, placeUrl=http://place.map.kakao.com/14569639)]
2025-12-06 23:35:07.180 [http-nio-8080-exec-1] INFO  c.e.w.c.RestaurantController - ==================================
2025-12-06 23:36:45.704 [http-nio-8080-exec-4] INFO  c.e.w.c.RestaurantController - ========== 식당 검색 요청 ==========
2025-12-06 23:36:45.705 [http-nio-8080-exec-4] INFO  c.e.w.c.RestaurantController - 요청 주소: 서울시 강남구 역삼동
2025-12-06 23:36:45.706 [http-nio-8080-exec-4] INFO  c.e.w.service.KakaoMapService - Kakao API Request: https://dapi.kakao.com/v2/local/search/keyword.json?query=%EC%84%9C%EC%9A%B8%EC%8B%9C%20%EA%B0%95%EB%82%A8%EA%B5%AC%20%EC%97%AD%EC%82%BC%EB%8F%99%20%EB%A7%9B%EC%A7%91&category_group_code=FD6
2025-12-06 23:36:45.853 [http-nio-8080-exec-4] INFO  c.e.w.c.RestaurantController - 검색 완료. 결과 데이터: [RestaurantDto(id=7983060, name=신동궁감자탕뼈숯불구이 역삼직영점, category=음식점 > 한식 > 감자탕, phone=, address=서울 강남구 역삼동 823-35, roadAddress=서울 강남구 테헤란로10길 21, x=127.03290815160956, y=37.49788594917416, placeUrl=http://place.map.kakao.com/7983060), RestaurantDto(id=12418029, name=을밀대 강남점, category=음식점 > 한식 > 냉면, phone=02-552-1922, address=서울 강남구 역삼동 826-37, roadAddress=서울 강남구 테헤란로4길 46, x=127.030740331534, y=37.4952411777316, placeUrl=http://place.map.kakao.com/12418029), RestaurantDto(id=2142723351, name=해담채 강남점, category=음식점 > 한식 > 한정식, phone=02-558-4997, address=서울 강남구 역삼동 823-16, roadAddress=서울 강남구 논현로85길 70, x=127.03242183211198, y=37.497775259854485, placeUrl=http://place.map.kakao.com/2142723351), RestaurantDto(id=850873071, name=정돈 강남점, category=음식점 > 일식 > 돈까스,우동, phone=0507-1316-0924, address=서울 강남구 역삼동 601-29, roadAddress=서울 강남구 강남대로110길 19-1, x=127.02638857680932, y=37.503909008238786, placeUrl=http://place.map.kakao.com/850873071), RestaurantDto(id=27256514, name=통영집, category=음식점 > 한식 > 해물,생선 > 회, phone=02-562-9277, address=서울 강남구 역삼동 696-31, roadAddress=서울 강남구 선릉로 527, x=127.047402228858, y=37.5064982411203, placeUrl=http://place.map.kakao.com/27256514), RestaurantDto(id=12026995, name=지아니스나폴리 역삼점, category=음식점 > 양식 > 이탈리안, phone=02-566-0501, address=서울 강남구 역삼동 669-18, roadAddress=서울 강남구 논현로94길 15, x=127.037556138412, y=37.5026707070231, placeUrl=http://place.map.kakao.com/12026995), RestaurantDto(id=528537292, name=훠궈나라 강남점, category=음식점 > 중식, phone=02-554-7701, address=서울 강남구 역삼동 813-8, roadAddress=서울 강남구 봉은사로2길 35, x=127.026527161799, y=37.502432229002, placeUrl=http://place.map.kakao.com/528537292), RestaurantDto(id=11463001, name=알부자 강남본점, category=음식점 > 한식 > 해물,생선, phone=02-508-4629, address=서울 강남구 역삼동 817-34, roadAddress=서울 강남구 강남대로98길 14, x=127.027820307026, y=37.5007020002887, placeUrl=http://place.map.kakao.com/11463001), RestaurantDto(id=27587532, name=나즈드라비 본점, category=음식점 > 술집 > 호프,요리주점, phone=02-558-0053, address=서울 강남구 역삼동 817-15, roadAddress=서울 강남구 테헤란로1길 28-6, x=127.02798751037518, y=37.50024424973272, placeUrl=http://place.map.kakao.com/27587532), RestaurantDto(id=334332881, name=트라가 역삼본점, category=음식점 > 양식, phone=02-564-0608, address=서울 강남구 역삼동 628-6, roadAddress=서울 강남구 테헤란로25길 46, x=127.034855836212, y=37.5034752316532, placeUrl=http://place.map.kakao.com/334332881), RestaurantDto(id=1428481536, name=강남진해장, category=음식점 > 한식 > 찌개,전골, phone=02-557-2662, address=서울 강남구 역삼동 819-4, roadAddress=서울 강남구 테헤란로5길 11, x=127.02930814350843, y=37.499584393000326, placeUrl=http://place.map.kakao.com/1428481536), RestaurantDto(id=8144397, name=강강술래 역삼점, category=음식점 > 한식, phone=02-567-9233, address=서울 강남구 역삼동 797-19, roadAddress=서울 강남구 논현로 325, x=127.03968007531405, y=37.49419424632538, placeUrl=http://place.map.kakao.com/8144397), RestaurantDto(id=260283466, name=구구당, category=음식점 > 중식, phone=02-539-1979, address=서울 강남구 역삼동 617-6, roadAddress=서울 강남구 강남대로102길 35, x=127.027857440016, y=37.5032428278838, placeUrl=http://place.map.kakao.com/260283466), RestaurantDto(id=85570955, name=남도애찬, category=음식점 > 한식 > 육류,고기, phone=0507-1329-1588, address=서울 강남구 역삼동 830-27, roadAddress=서울 강남구 역삼로3길 8, x=127.031884262995, y=37.4941524581987, placeUrl=http://place.map.kakao.com/85570955), RestaurantDto(id=14569639, name=이도곰탕 본점, category=음식점 > 한식 > 곰탕, phone=, address=서울 강남구 역삼동 671-17, roadAddress=서울 강남구 논현로94길 29-5, x=127.038461247911, y=37.5033732001773, placeUrl=http://place.map.kakao.com/14569639)]
2025-12-06 23:36:45.854 [http-nio-8080-exec-4] INFO  c.e.w.c.RestaurantController - ==================================
2025-12-06 23:40:24.446 [http-nio-8080-exec-6] INFO  c.e.w.c.RestaurantController - ========== 식당 검색 요청 ==========
2025-12-06 23:40:24.448 [http-nio-8080-exec-6] INFO  c.e.w.c.RestaurantController - 요청 주소: 경남 창원시 의창구
2025-12-06 23:40:24.449 [http-nio-8080-exec-6] INFO  c.e.w.service.KakaoMapService - Kakao API Request: https://dapi.kakao.com/v2/local/search/keyword.json?query=%EA%B2%BD%EB%82%A8%20%EC%B0%BD%EC%9B%90%EC%8B%9C%20%EC%9D%98%EC%B0%BD%EA%B5%AC%20%EB%A7%9B%EC%A7%91&category_group_code=FD6
2025-12-06 23:40:24.607 [http-nio-8080-exec-6] INFO  c.e.w.c.RestaurantController - 검색 완료. 결과 데이터: [RestaurantDto(id=8838100, name=국일성, category=음식점 > 중식 > 중국요리, phone=055-255-3588, address=경남 창원시 의창구 중동 660-2, roadAddress=경남 창원시 의창구 의안로31번길 26, x=128.621201930242, y=35.2645891485035, placeUrl=http://place.map.kakao.com/8838100), RestaurantDto(id=18759378, name=춘천막국수닭보쌈 북면본점, category=음식점 > 한식 > 육류,고기 > 족발,보쌈, phone=055-297-9221, address=경남 창원시 의창구 북면 화천리 815, roadAddress=경남 창원시 의창구 북면 천주로 605-1, x=128.60217901880415, y=35.30977394580351, placeUrl=http://place.map.kakao.com/18759378), RestaurantDto(id=8391790, name=소반, category=음식점 > 한식 > 육류,고기 > 갈비, phone=055-297-3700, address=경남 창원시 의창구 팔용동 162-9, roadAddress=경남 창원시 의창구 의창대로70번길 1, x=128.60814872759, y=35.2572976351049, placeUrl=http://place.map.kakao.com/8391790), RestaurantDto(id=8059361, name=임진각식당, category=음식점 > 한식 > 국밥, phone=055-296-9292, address=경남 창원시 의창구 팔용동 198-19, roadAddress=경남 창원시 의창구 팔용로 515, x=128.61786300626136, y=35.261294818086455, placeUrl=http://place.map.kakao.com/8059361), RestaurantDto(id=26356315, name=곰달청기와, category=음식점 > 한식, phone=055-277-0500, address=경남 창원시 의창구 소계동 130-121, roadAddress=경남 창원시 의창구 의창대로 51-7, x=128.60601389174573, y=35.256295893141846, placeUrl=http://place.map.kakao.com/26356315), RestaurantDto(id=1501320277, name=초아수산, category=음식점 > 철판요리, phone=055-800-8892, address=경남 창원시 의창구 동읍 용강리 423, roadAddress=경남 창원시 의창구 동읍 신풍고개길 39, x=128.632009470368, y=35.2700386002222, placeUrl=http://place.map.kakao.com/1501320277), RestaurantDto(id=2067471695, name=주남저수지돌짜장, category=음식점 > 중식, phone=055-299-1228, address=경남 창원시 의창구 동읍 다호리 98-3, roadAddress=경남 창원시 의창구 동읍 동읍로 309, x=128.668595777877, y=35.2996831947224, placeUrl=http://place.map.kakao.com/2067471695), RestaurantDto(id=9366788, name=전통순대촌, category=음식점 > 한식 > 순대, phone=055-298-7564, address=경남 창원시 의창구 북면 무곡리 120-11, roadAddress=경남 창원시 의창구 북면 천주로 869, x=128.599883101272, y=35.3306333060018, placeUrl=http://place.map.kakao.com/9366788), RestaurantDto(id=27496677, name=동해돌장어구이, category=음식점 > 한식 > 해물,생선 > 장어, phone=055-283-6800, address=경남 창원시 의창구 사림동 41-10, roadAddress=경남 창원시 의창구 사림로158번길 26-20, x=128.6837947733971, y=35.24362436908972, placeUrl=http://place.map.kakao.com/27496677), RestaurantDto(id=604027007, name=퍼시먼커피, category=음식점 > 간식 > 제과,베이커리, phone=0507-1359-6407, address=경남 창원시 의창구 동읍 석산리 309-3, roadAddress=경남 창원시 의창구 동읍 동읍로 617, x=128.661151424816, y=35.3192049828803, placeUrl=http://place.map.kakao.com/604027007), RestaurantDto(id=1661612354, name=이우철한방누룽지삼계탕 창원점, category=음식점 > 한식 > 육류,고기 > 닭요리 > 삼계탕, phone=055-298-0333, address=경남 창원시 의창구 중동 769-4, roadAddress=경남 창원시 의창구 원이대로16번길 3, x=128.631206209449, y=35.2600098314761, placeUrl=http://place.map.kakao.com/1661612354), RestaurantDto(id=21475308, name=목장원무꼬잽비, category=음식점 > 한식 > 육류,고기, phone=055-256-6205, address=경남 창원시 의창구 서상동 147, roadAddress=경남 창원시 의창구 팔용로 494-20, x=128.618006061536, y=35.2592606450826, placeUrl=http://place.map.kakao.com/21475308), RestaurantDto(id=26612029, name=가야포차선지국밥, category=음식점 > 한식 > 국밥, phone=055-253-6909, address=경남 창원시 의창구 소답동 110-10, roadAddress=경남 창원시 의창구 의안로22번길 2, x=128.62403623171753, y=35.263398466213566, placeUrl=http://place.map.kakao.com/26612029), RestaurantDto(id=19950341, name=용추골장복가든, category=음식점 > 한식 > 육류,고기 > 오리, phone=055-283-7165, address=경남 창원시 의창구 용동 9-3, roadAddress=경남 창원시 의창구 상남로382번길 26-7, x=128.70433695779, y=35.2407682969104, placeUrl=http://place.map.kakao.com/19950341), RestaurantDto(id=11886627, name=강원도래요 생감자옹심이수제비 본점, category=음식점 > 한식 > 수제비, phone=055-253-7079, address=경남 창원시 의창구 동읍 다호리 101, roadAddress=경남 창원시 의창구 동읍 동읍로 295-4, x=128.669694032746, y=35.2989903233777, placeUrl=http://place.map.kakao.com/11886627)]
2025-12-06 23:40:24.610 [http-nio-8080-exec-6] INFO  c.e.w.c.RestaurantController - ==================================
